ID,TIPO,INST,CALLE,NUMERO,REF,COLONIA,CP,OBS,ALCALDIA,OID
162,TIENDAS DE AUTOSERVICIO,"COMERCIAL MEXICANA, S.A. DE C.V.",Av. Revolución,780,Entre Holbein y Rubens,Sn. Juan,3730,Desconocido,Benito Juárez,162
163,TIENDAS DEPARTAMENTALES,OPTIMA,Rembrandt,7,Esq. Av. Revolución,Sta. María Nonoalco,3700,Desconocido,Benito Juárez,163
164,TIENDAS DEPARTAMENTALES,SALINAS Y ROCHA,Luis David,17,Esq. Revolución,Mixcoac,3910,Desconocido,Benito Juárez,164
165,CENTRO COMERCIAL,Desconocido,Av. Insurgentes,1605,Esq. Barranca del Muerto,Sn. José Insurgentes,3900,Desconocido,Benito Juárez,165
166,CENTRO COMERCIAL,Desconocido,Av. Universidad,2000,Esq. Río Churubusco,Pueblo de Xoco,3330,Desconocido,Benito Juárez,166
167,TIENDAS DEPARTAMENTALES,"EL PALACIO DE HIERRO, S.A. DE C.V.",Av. Coyoacán,2000,Plaza Coyoacán,Pueblo de Xoco,3330,Desconocido,Benito Juárez,167
168,CENTRO COMERCIAL,"CENTRO COMERCIAL ARMAND ,S.A DE C.V.",Insurgentes Sur,1391-L12 BIS,Algeciras y Actipan,Del Valle,3100,Desconocido,Benito Juárez,168
169,CENTRO COMERCIAL,PARQUE DELTA,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Benito Juárez,169
170,TIENDAS DEPARTAMENTALES,LIVERPOOL,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Benito Juárez,170
171,TIENDAS DE AUTOSERVICIO,SORIANA,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Benito Juárez,171
172,CENTRO Y PLAZA COMERCIAL,METRÓPOLIS PATRIOTISMO,Patriotismo,229,Desconocido,San Pedro de los Pinos,3800,Desconocido,Benito Juárez,172
173,TIENDAS DE AUTOSERVICIO,WALMART EXPRESS,Dakota,95,Desconocido,Nápoles,3810,Desconocido,Benito Juárez,173
174,TIENDAS DE AUTOSERVICIO,WALMART EXPRESS,Georgia,53,Desconocido,Nápoles,3810,Desconocido,Benito Juárez,174
175,TIENDAS DE AUTOSERVICIO,SUPERAMA,Maximino Ávila Camacho,32,Desconocido,Ciudad de los Deportes,3710,Desconocido,Benito Juárez,175
176,TIENDAS DE AUTOSERVICIO,WALMART,San Francisco,1621,Desconocido,Del Valle Sur,3100,Desconocido,Benito Juárez,176
177,CENTRO Y PLAZA COMERCIAL,CITY SHOPS DEL VALLE,Félix Cuevas,374,Desconocido,Tlacoquemecatl del Valle,3200,Desconocido,Benito Juárez,177
178,CENTRO Y PLAZA COMERCIAL,GALERÍAS INSURGENTES,Parroquia,194,Desconocido,Del Valle,3100,Desconocido,Benito Juárez,178
179,CENTRO Y PLAZA COMERCIAL,GALERÍAS INSURGENTES,Parroquia,194,Desconocido,Del Valle,3100,Desconocido,Benito Juárez,179
180,MIXTO,MANACAR,Avenida de los Insurgentes Sur,1457,Desconocido,Insurgentes Mixcoac,3920,Desconocido,Benito Juárez,180
181,CENTRO Y PLAZA COMERCIAL,GARDEN DEL VALLE,Av. Universidad,767,Desconocido,Del Valle Sur,3100,Desconocido,Benito Juárez,181
182,CENTRO Y PLAZA COMERCIAL,PABELLÓN DEL VALLE,Av. Universidad,740,Desconocido,Santa Cruz Atoyac,3310,Desconocido,Benito Juárez,182
183,TIENDAS DE AUTOSERVICIO,SAMS CLUB,Municipio Libre,450,Desconocido,Santa Cruz Atoyac,3310,Desconocido,Benito Juárez,183
184,CENTRO Y PLAZA COMERCIAL,PATIO UNIVERSIDAD,Av. Popocatépetl 546,Desconocido,Desconocido,Xoco,3330,Desconocido,Benito Juárez,184
185,TIENDAS DE AUTOSERVICIO,BODEGA AURRERÁ EXPRESS,Gral. Emiliano Zapata 181,Desconocido,Desconocido,Portales Norte,3300,Desconocido,Benito Juárez,185
186,TIENDAS DE AUTOSERVICIO,WALMART EXPRESS,Av. Revolución,1151,Desconocido,Mixcoac,3910,Desconocido,Benito Juárez,186
187,TIENDAS DEPARTAMENTALES,COPPEL,Av. Revolución,911,Desconocido,Mixcoac,3910,Desconocido,Benito Juárez,187
188,MIXTO,MITIKAH,Cto Interior Avenida Río Churubusco,601,Desconocido,Xoco,3330,Desconocido,Benito Juárez,188
189,TIENDAS DEPARTAMENTALES,OFFICE MAX,Av. Coyoacán,1955,Desconocido,Xoco,3330,Desconocido,Benito Juárez,189
190,TIENDAS DE AUTOSERVICIO,WALMART EXPRESS,Heriberto Frías,1107,Desconocido,Del Valle Centro,3100,Desconocido,Benito Juárez,190
191,TIENDAS DEPARTAMENTALES,OFFICE MAX,Av. Cuauhtémoc,1025,Desconocido,Narvarte Poniente,3020,Desconocido,Benito Juárez,191
192,TIENDAS DE AUTOSERVICIO,CITY MARKET,Pilares,1061,Desconocido,Del Valle,3104,Desconocido,Benito Juárez,192
193,TIENDAS DE AUTOSERVICIO,SUMESA,Mier y Pesado,319,Desconocido,Del Valle Centro,3100,Desconocido,Benito Juárez,193
194,TIENDAS DE AUTOSERVICIO,WALMART EXPRESS,Pedro Romero de Terreros,1461,Desconocido,Narvarte Poniente,3020,Desconocido,Benito Juárez,194
195,TIENDAS DE AUTOSERVICIO,TIENDA IMSS-SNTSS,Eje Central Lázaro Cárdenas,630,Desconocido,Postal,3410,Desconocido,Benito Juárez,195
196,TIENDAS DE AUTOSERVICIO,WALMART EXPRESS,Ajusco,126,Desconocido,Portales Norte,3300,Desconocido,Benito Juárez,196
197,CENTRO Y PLAZA COMERCIAL,WORLD TRADE CENTER,Montecito,38,Desconocido,Nápoles,3810,Desconocido,Benito Juárez,197
198,TIENDAS DEPARTAMENTALES,OFFICE MAX,Av. Revolución,780,Desconocido,San Juan,3730,Desconocido,Benito Juárez,198
199,TIENDAS DEPARTAMENTALES,LUMEN,Av. Patriotismo,900,Desconocido,Mixcoac,3910,Desconocido,Benito Juárez,199
200,TIENDAS DEPARTAMENTALES,HIPERLUMEN,Adolfo Prieto,1439,Desconocido,Del Valle Centro,3100,Desconocido,Benito Juárez,200
201,TIENDAS DEPARTAMENTALES,LUMEN,Av. Colonia del Valle,217,Desconocido,Del Valle Centro,3100,Desconocido,Benito Juárez,201
202,TIENDAS DEPARTAMENTALES,OFFICE DEPOT,Parroquia,841,Desconocido,Del Valle,3100,Desconocido,Benito Juárez,202
203,CENTRO COMERCIAL,CONDOMINOS DEL CENTRO COMERCIAL LILAS A C.,Paseo de las Lilas,92,Entre Laureles y Palmitos,Bosques de las Lomas,5120,Desconocido,Miguel Hidalgo,203
204,CENTRO Y PLAZA COMERCIAL,PLAZA SOTELO,AV. INGENIERON MILITARES,144 BIS,Desconocido,ARGENTINA PONIENTE,11230,Desconocido,Miguel Hidalgo,204
205,TIENDAS DE AUTOSERVICIO,"COMERCIAL MEXICANA, S.A. DE C.V.",Calz. México-Tacuba,911,Gascasónica,Huichapan,11290,Desconocido,Miguel Hidalgo,205
206,TIENDAS DEPARTAMENTALES,SALINAS Y ROCHA,Calz. México-Tacuba,685,Entre Golfo de California y Mar Tirreno,Tacuba,11410,EN LA BASE ORIGINAL ESTA COMO SALINAS Y ROCHA Y AHORA ES UN COPPEL,Miguel Hidalgo,206
207,TIENDAS DEPARTAMENTALES,PLAZA DE LA TECNOLOGIA,Blvr. Manuel Ávila Camacho,691,Esq. Calz. Ing. Militares Local A-22,Periodistas,12220,Desconocido,Miguel Hidalgo,207
208,CENTRO Y PLAZA COMERCIAL,PLAZA LEGARIA,CALZ LEGARIA,252,Desconocido,VENTURA PÉREZ DE ALBA,11430,Desconocido,Miguel Hidalgo,208
209,TIENDAS DEPARTAMENTALES,VIANA,Calz. México-Tacuba,544,Esq. Calz. Gral. Mariano Escobedo,Popotla,11400,Desconocido,Miguel Hidalgo,209
210,PLAZAS COMERCIALES,Desconocido,Bosques de Duraznos,187,Entre B. de Ciruelos y B. de Abetos,Bosques de las Lomas,11700,Desconocido,Miguel Hidalgo,210
211,CENTRO COMERCIAL,Desconocido,Blvd. Avila Camacho,Desconocido,Entre Av. Velásquez Martínez y Lic. Rafael Reyes Espínola,Periodista,11220,Desconocido,Miguel Hidalgo,211
212,TIENDAS DE AUTOSERVICIO,"WALL MART DE MÉXICO,S.A DE C.V.",Blvr. Manuel Ávila Camacho,491,Entre Ingenieros Militares y Lic. Rafael Reyes Espindola,Periodista,11220,Desconocido,Miguel Hidalgo,212
213,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Blvr. Manuel Ávila Camacho,487,Desconocido,Periodista,11220,Desconocido,Miguel Hidalgo,213
214,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Manuel Ávila Camacho,291,Entre Av. Velásquez Martínez y Lic. Rafael Reyes Espínola,Periodista,11220,Desconocido,Miguel Hidalgo,214
215,CENTRO Y PLAZA COMERCIAL,PLAZA,INGENIEROS MILITARES,30 INT,Desconocido,LOMAS DE SOTELO,11200,MERCADO PUBLICO,Miguel Hidalgo,215
216,TIENDAS DE AUTOSERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Calz. Gral. Mariano Escobedo,145,Entre Lago Bolsena y F.C. de Cuernavaca,Anáhuac,11320,Desconocido,Miguel Hidalgo,216
217,CENTRO Y PLAZA COMERCIAL,Desconocido,CALZ. MEXICO TACUBA,120,Desconocido,ANAHUAC 1 SECC,11320,Desconocido,Miguel Hidalgo,217
218,TIENDAS DE AUTOSERVICIO,CHEDRAUI POLANCO,BLVD. MIGUEL DE CERVANTES SAAVEDRA,397,Desconocido,IRRIGACIÓN,11500,Desconocido,Miguel Hidalgo,218
219,CENTRO Y PLAZA COMERCIAL,PLAZA CARSO,EJERCITO NACIONAL MEXICANO,843,Desconocido,AMPLIACION GRANADA,11520,Desconocido,Miguel Hidalgo,219
220,CENTRO Y PLAZA COMERCIAL,PARQUE POLANCO,LAGO ALBERTO 2A,Desconocido,Desconocido,GRANADA,11520,Desconocido,Miguel Hidalgo,220
221,TIENDAS DEPARTAMENTALES,SEARS,Av. Ejército Nacional,980,Entre Ferrocarriles de Cuernavaca y Vázquez de Mella,Los Morales Polanco,11540,Desconocido,Miguel Hidalgo,221
222,CENTRO COMERCIAL,Desconocido,Av. Ejército Nacional,280,Entre Av. Ferrocarril de Cuernavaca y Vázquez de Mella,Los Morales,11510,Desconocido,Miguel Hidalgo,222
223,CENTRO Y PLAZA COMERCIAL,ANTARA,AV. EJERCITO CACIONAL,843,Desconocido,GRANADA,11520,Desconocido,Miguel Hidalgo,223
224,TIENDAS DE AUTOSERVICIO,"GIGANTE, S.A. DE C.V.",Av. Ejército Nacional,769-A,Esq. Av.  Moliere,Nueva Granada,11520,Desconocido,Miguel Hidalgo,224
225,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Moliere,353,Esq. Ejército Nacional,Polanco,11550,Desconocido,Miguel Hidalgo,225
226,TIENDAS DE AUTOSERVICIO,SAMS CLUB,Av. Ejército Nacional,559,Entre Lago Tangañica y Lago Bangueolo,Granada,11520,Desconocido,Miguel Hidalgo,226
227,TIENDAS DE AUTOSERVICIO,Super  G,Av. Ejército Nacional,350,Esq. Schiller,Chapultepec Morales,11570,Desconocido,Miguel Hidalgo,227
228,TIENDAS DE AUTOSERVICIO,LA COMER,LAGO XOCHIMILCO,343,Desconocido,ANAHUAC 1 SECC,11320,Desconocido,Miguel Hidalgo,228
229,CENTRO Y PLAZA COMERCIAL,PARQUES PLAZA NUEVO POLANCO,BAHIA DEL ESPIRITU SANTO,442,Desconocido,ANAHUAC 1 SECC,11320,Desconocido,Miguel Hidalgo,229
230,TIENDAS DE AUTOSERVICIO,ISSSTETIENDAS,Calz. Melchor Ocampo,91,Entre Izcoatl y Tizoc,Tlaxpana,11370,Desconocido,Miguel Hidalgo,230
231,CENTRO COMERCIAL,CENTRO COMERCIAL GALERIAS,Calz. Melchor Ocampo,193,Entre Marina Nacional y Bahia de Ascención,Veronica Anzures,11300,Desconocido,Miguel Hidalgo,231
232,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Melchor Ocampo,193,Entre Marina Nacional y Bahia de Ascención,Verónica Anzures,11300,Desconocido,Miguel Hidalgo,232
233,CENTRO COMERCIAL,CABABIE DANIEL ELIAS,Lafontaine,110-L,Esq. Homero,Reforma Polanco,11550,Desconocido,Miguel Hidalgo,233
234,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Hegel,345,Esq. Presidente Mazarik,Polanco,11560,Desconocido,Miguel Hidalgo,234
235,TIENDAS DEPARTAMENTALES,PUERTO DE LIVERPOOL,Mariano Escobedo,425,Entre Homero y Horacio,Polanco,11560,Desconocido,Miguel Hidalgo,235
236,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Horacio,203,Esq. Taine,Chapultepec Morales,11570,Desconocido,Miguel Hidalgo,236
237,TIENDAS DE AUTOSERVICIO,"WOOLWORTH MEXICANA, S.A. DE C.V.",Horacio,147,Entre Suderman y Homero,Chapultepec Morales,11570,Desconocido,Miguel Hidalgo,237
238,TIENDAS DE AUTOSERVICIO,"ALMACENES AURRERA,S.A. DE C.V.",Homero,Desconocido,Esq. Petrarca,Chapultepec Morales,11570,Desconocido,Miguel Hidalgo,238
239,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Paseo de las Palmas,781,Esq. Monte Tabor,Lomas de Chapultepec,11000,Desconocido,Miguel Hidalgo,239
240,TIENDAS DE AUTOSERVICIO,Super  G,Aguilar y Seijas,5,Esq. Acueducto,Lomas Virreyes,11000,Desconocido,Miguel Hidalgo,240
241,TIENDAS DE AUTOSERVICIO,ISSSTETIENDAS,Vicente E. Guía,62,Esq. Parque Lira,Ampl. Garza,11830,Desconocido,Miguel Hidalgo,241
242,TIENDAS DE AUTOSERVICIO,"GIGANTE, S.A. DE C.V.",Pedro Antonio de los Santos,118,Esq. I. Esteva,Sn. Miguel Chapultepec,11850,Desconocido,Miguel Hidalgo,242
243,TIENDAS DE AUTOSERVICIO,BODEGA GIGANTE,Av. Revolución,169,Esq. José María Vigil,Tacubaya,11870,Desconocido,Miguel Hidalgo,243
244,TIENDAS DEPARTAMENTALES,SUBURBIA,Av. Observatorio,196,Av. Jalisco,Tacubaya,11870,Desconocido,Miguel Hidalgo,244
245,TIENDAS DE AUTOSERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Parque Lira,147,Entre Av. Jalisco y Av. Observatorio,Tacubaya,11870,Desconocido,Miguel Hidalgo,245
246,CENTRO Y PLAZA COMERCIAL,Circulo k Rosario salida,Desconocido,Desconocido,Desconocido,El Rosario,2100,Desconocido,Azcapotzalco,246
247,CENTRO Y PLAZA COMERCIAL,Mercado Xochinahuac,Campo bello,s/n,Desconocido,San Martin,2210,Desconocido,Azcapotzalco,247
248,TIENDAS DE AUTOSERVICIO,"GIGANTE, S.A. DE C.V.",Av. Aquiles Cerdan,1341,Casi Esq. Av. Del Rosario,Unidad Habitacional El Rosario,2430,Desconocido,Azcapotzalco,248
249,CENTRO Y PLAZA COMERCIAL,Fix it town center el Rosario,Av. del Rosario,1025,Desconocido,El Rosario,2100,Desconocido,Azcapotzalco,249
250,CENTRO Y PLAZA COMERCIAL,GENBAND,Av. de las Granjas,972,Desconocido,Santa Bárbara,2230,Desconocido,Azcapotzalco,250
251,CENTRO Y PLAZA COMERCIAL,TecnoParque,Eje 5,990,Desconocido,Santa Bárbara,2230,Desconocido,Azcapotzalco,251
252,CENTRO Y PLAZA COMERCIAL,Centro Comercial Price Center Vallejo,Norte 45,1082,Desconocido,Industrial Vallejo,2300,Desconocido,Azcapotzalco,252
253,CENTRO Y PLAZA COMERCIAL,Plaza San Isidro,Calz. San Isidro,660,Desconocido,San Pedro Xalpa,2710,Desconocido,Azcapotzalco,253
254,CENTRO Y PLAZA COMERCIAL,Pasaje Ferrería,22 de Febrero,299,Desconocido,San Marcos,2020,Hay una Bodega Aurrera,Azcapotzalco,254
255,CENTRO Y PLAZA COMERCIAL,Destino Azcapotzalco,Centenario 19,19,Desconocido,Centro de Azcapotzalco,2000,Desconocido,Azcapotzalco,255
256,TIENDAS DEPARTAMENTALES,SALINAS Y ROCHA,Av. Azcapotzalco,598,Desconocido,Villa Azcapotzalco,2000,Desconocido,Azcapotzalco,256
257,TIENDAS DE AUTOSERVICIO,"BODEGA COMERCIAL MEXICANA, S.A. DE C.V.",Av. Azcapotzalco,57,Esq. Calz. Camarones,Villa Azcapotzalco,2000,Es parte de la Plaza Azcapotzalco PLAZA COMERCIAL,Azcapotzalco,257
258,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Azcapotzalco,527,Desconocido,Villa Azcapotzalco,2000,Es parte de la Plaza Azcapotzalco PLAZA COMERCIAL,Azcapotzalco,258
259,TIENDAS DE AUTOSERVICIO,ISSSTETIENDAS,Av. Ceylán,468,Desconocido,Euzkadi,2660,Actualmente es una bodega,Azcapotzalco,259
260,CENTRO Y PLAZA COMERCIAL,Pabellon Azcapotzalco,Nextengo,71,Desconocido,Nextengo,2070,El Pabellon incluye un Soriana,Azcapotzalco,260
261,TIENDAS DE AUTOSERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",Av. Nextengo,78,Tezozomoc y Ferrocarriles Nacionales,Barrio Sta. Apolonia,2790,Desconocido,Azcapotzalco,261
262,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Nextengo,78,Desconocido,Barrio Sta. Apolonia,2790,Desconocido,Azcapotzalco,262
263,TIENDAS DE AUTOSERVICIO,"GIGANTE, S.A. DE C.V.",Av. Cuitláhuac,372,Entre Pantaco y Av. Cuitláhuac,Unidad Habitacional Pantaco,2500,Desconocido,Azcapotzalco,263
264,CENTRO COMERCIAL,SINDICATO REVOLUCIONARIO DE TRABAJADORE PETROLERO,Norte 79-A,231,Esq. Nilo,Claveria,2080,Desconocido,Azcapotzalco,264
265,CENTRO Y PLAZA COMERCIAL,Centro Comercial Patio Clavería,Egipto,142,Desconocido,Clavería,2080,Desconocido,Azcapotzalco,265
266,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Camarones,106-108,Esq. Eulalia Guzmán,Sn. Salvador Xochimanca,2800,Desconocido,Azcapotzalco,266
267,TIENDAS DEPARTAMENTALES,Price Shoes,Norte 45,1093,Desconocido,Industrial Vallejo,2300,Desconocido,Azcapotzalco,267
268,CENTRO Y PLAZA COMERCIAL,Centro Comercial Price Center Vallejo II,Norte 45,1071,Desconocido,Industrial Vallejo,2300,Desconocido,Azcapotzalco,268
269,CENTRO Y PLAZA COMERCIAL,Parque Vía Vallejo,Calz Vallejo,1090,Desconocido,Santa Cruz de las Salinas,2330,Desconocido,Azcapotzalco,269
270,TIENDAS DEPARTAMENTALES,SEARS,Norte 45,656,Entre Poniente 140 y Poniente 128,Industrial Vallejo,2300,Desconocido,Azcapotzalco,270
271,TIENDAS DE AUTOSERVICIO,"WALL MART DE MÉXICO,S.A DE C.V.",Calz. Cuitláhuac,3651,Esq. Ferrocarril Central,Victoria de las Democracias,2810,Desconocido,Azcapotzalco,271
272,TIENDAS DEPARTAMENTALES,SALINAS Y ROCHA,Av. Cuitláhuac,Desconocido,Esq. Plan de Sn. Luis,Hogar y Seguridad,2820,Desconocido,Azcapotzalco,272
273,CENTRO Y PLAZA COMERCIAL,Plaza Parque Jardín,Av. Jardín,330,Desconocido,Del Gas,2970,Desconocido,Azcapotzalco,273
274,CENTRO Y PLAZA COMERCIAL,Portal Vallejo,Vallejo,296,Desconocido,San Francisco Xocotitla,2960,Hay una bodega Aurrera,Azcapotzalco,274
275,CENTRO Y PLAZA COMERCIAL,Plaza Alco La Raza,Vallejo,294,Desconocido,San Francisco Xocotitla,2960,Desconocido,Azcapotzalco,275
276,TIENDAS DE AUTOSERVICIO,BODEGA GIGANTE,Av. Jardín,245,Entre Union y Cto.,Tlaltilco,2860,Desconocido,Azcapotzalco,276
277,TIENDAS DE AUTOSERVICIO,Sams Club La Raza,Cto. Interios Paseo de las Jacarandas,375,Desconocido,Del Gas,2970,Desconocido,Azcapotzalco,277
278,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,Calz de las Armas Norte,577,Desconocido,Providencia,2440,Desconocido,Azcapotzalco,278
279,TIENDAS DE AUTOSERVICIO,Chedraui,Manuel Salazar,197,Desconocido,San Juan Tlihuaca,2400,Desconocido,Azcapotzalco,279
280,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,Federico Gamboa,105,Desconocido,San Juan Tlihuaca,2400,Desconocido,Azcapotzalco,280
281,CENTRO Y PLAZA COMERCIAL,Mercado San Juan Tlihuaca,Fortunato Zuazua,s/n,Desconocido,San Juan Tlihuaca,2400,Desconocido,Azcapotzalco,281
282,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,Morelos,296,Desconocido,San Pedro Xalpa,2710,Desconocido,Azcapotzalco,282
283,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,Calz de las armas,57,Desconocido,San Pedro Xalpa,2710,Desconocido,Azcapotzalco,283
284,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,Tezozomoc,220,Desconocido,San Bartolo Cahualtongo,2720,Desconocido,Azcapotzalco,284
285,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,Av San Isidro,97,Desconocido,San Francisco Tetecala,2730,Desconocido,Azcapotzalco,285
286,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,Ahuacatitla,11,Desconocido,Centro de Azcapotzalco,2000,Desconocido,Azcapotzalco,286
288,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,Ahuehuetes,15,Desconocido,Pasteros,2150,Desconocido,Azcapotzalco,288
289,CENTRO Y PLAZA COMERCIAL,Mercado Pasteros,Durazno,577 A,Desconocido,Pasteros,2150,Desconocido,Azcapotzalco,289
290,TIENDAS DE AUTOSERVICIO,Bodega Aurrera,San Pablo,79,Desconocido,Santa Bárbara,2230,Desconocido,Azcapotzalco,290
291,CENTRO Y PLAZA COMERCIAL,Mercado Tlatilco,Calz Tlatilco,167,Desconocido,Tlalilco,2860,Desconocido,Azcapotzalco,291
292,CENTRO COMERCIAL,SISTEMA DE ABASTO DE TRABAJADORES DE LAEDUCACION,Av. Instituto Politécnico Nacional,2085,Esq. Sierra Vista,Lindavista,7300,Desconocido,Gustavo A. Madero,292
293,TIENDAS DEPARTAMENTALES,SALINAS Y ROCHA,Fray Juan de Zumarraga,11,Local C Y D,La Villa,7050,Actualmente Plaza Comercial La Morenita,Gustavo A. Madero,293
294,TIENDAS DE AUTOSERVICIO,"COMERCIAL MEXICANA, S.A. DE C.V.",Prol. Calz. de los Misterios,62,Entre Av. Ticoman e Insurgentes,Guadalupe Tepeyac,7010,Desconocido,Gustavo A. Madero,294
295,TIENDAS DE AUTOSERVICIO,Super  G,Fernando Amilpa,80,Entre Av. Lius Yurén y Av. Ricardo Flores Magón,Unidad C.T.M. Atzacoalco,7090,Desconocido,Gustavo A. Madero,295
296,TIENDAS DE AUTOSERVICIO,"COMERCIAL MEXICANA, S.A. DE C.V.",Venustiano Carranza,100,Esq. Benito Juarez,Cuautepec Barrio Bajo,7250,Desconocido,Gustavo A. Madero,296
297,TIENDAS DE AUTOSERVICIO,CARREFOUR- HIPERMERCADOS,Av. la Ventisca,100,Esq. Arboleda,Acueducto,7270,Pertenece a una PLAZA COMERCIAL Chedraui Tenayuca,Gustavo A. Madero,297
298,PLAZAS COMERCIALES,PLAZA LINDAVISTA,Av. Montevideo,363-201,Esq. InstitutoPolitécnico Nacional,Lindavista,7300,Desconocido,Gustavo A. Madero,298
299,TIENDAS DEPARTAMENTALES,SEARS,Av. Instituto Politécnico Nacional,363,Esq. Montevideo,Lindavista,7300,Es parte de Plaza Lindavista,Gustavo A. Madero,299
300,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Montevideo,313,Esq. Av. Instituto Politécnico Nacional,Lindavista,7300,Actualmente es TIENDA DE AUTOSERVICIO Superama,Gustavo A. Madero,300
301,TIENDAS DE AUTOSERVICIO,"WOOLWORTH MEXICANA, S.A. DE C.V.",Av. Instituto Politécnico Nacional,1733,Esq. Montevideo,Lindavista,7300,Actualmente es una TIENDA DEPARTAMENTAL Parisina,Gustavo A. Madero,301
302,TIENDAS DE AUTOSERVICIO,ISSSTETIENDAS,Insurgentes Norte,Desconocido,Esq. Acueducto de Guadalupe,Residencial Zacatenco,7360,Actualmente es el paradero de MB terminal Indios V,Gustavo A. Madero,302
303,TIENDAS DE AUTOSERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Av.Insurgentes Norte,1190,Esq. Poniente 112,Capultitlán,7370,Desconocido,Gustavo A. Madero,303
304,PLAZAS COMERCIALES,La Plaza Oriente,Av. Eduardo Molina,1623,Esq. Oriente 157,Unidad Habitacional Legislatura,7456,Desconocido,Gustavo A. Madero,304
305,TIENDAS DE AUTOSERVICIO,CARREFOUR- HIPERMERCADOS,Av. Eduardo Molina,1623,Esq. Oriente 157,Unidad Habitacional Legislatura,7456,Es parte de La Plaza Oriente,Gustavo A. Madero,305
306,TIENDAS DE AUTOSERVICIO,"BODEGA COMERCIAL MEXICANA, S.A. DE C.V.",Calz. Vallejo,2000,Esq. Acueducto Tenayuca,Sn. José de la Escalera,7630,Pertenece a Plaza Tenayuca,Gustavo A. Madero,306
307,TIENDAS DE AUTOSERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Ing. Luis Espinoza,160,Entre Tecnológico de Explotación y Temoluco,Acueducto,7270,Walmart Acueducto de Guadalupe,Gustavo A. Madero,307
308,CENTRO COMERCIAL,CENTRO COMERCIAL TORRES LINDAVISTA,Othon Mendizabal Oriente,343,Esq. Juan de Dios Bátiz,Unidad Habitacional Profesional Zacatenco,7738,Desconocido,Gustavo A. Madero,308
309,TIENDAS DEPARTAMENTALES,K-2,Av. Central,209,Esq. Margarita Maza de Juárez,Nueva Industrial Vallejo,7700,Desconocido,Gustavo A. Madero,309
310,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Mendizabal,455,Esq. Miguel Bernard,La Escalera,7320,Actualmente parece ser una bodega o un baldio,Gustavo A. Madero,310
311,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Av. Manuel Othon de Mendizabal Oriente,343,Esq. Juan de Díos Batiz,Unidad Habitacional Profesional Zacatenco,7720,Pertenece a Plaza Torres Lindavista,Gustavo A. Madero,311
312,TIENDAS DE AUTOSERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Venturina,354,Entre Tesoro y Victoria,Estrella,7810,Desconocido,Gustavo A. Madero,312
313,PLAZAS COMERCIALES,Plaza Tepeyac,Calz. de Guadalupe,431,Entre Victoria y Henry Ford,Guadalupe Tepeyac,7840,Hay un Sams Club,Gustavo A. Madero,313
314,TIENDAS DE AUTOSERVICIO,"WALL MART DE MÉXICO,S.A DE C.V.",Calz. de Guadalupe,431,Entre Victoria y Henry Ford,Guadalupe Tepeyac,7840,Es parte de Plaza Tepeyac,Gustavo A. Madero,314
315,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Calz. de Guadalupe,431,Entre Victoria y Henry Ford,Guadalupe Tepeyac,7840,Es parte de Plaza Tepeyac,Gustavo A. Madero,315
316,CENTRO COMERCIAL,COBALIN JORGE,Wagner,98B,Esq. Av. Robles Dominguez,Vallejo,7870,Actualmente es un perdio con comercio y servicios,Gustavo A. Madero,316
